TimeStamp,Dst_IP,Source_IP
2022-03-28_10-04-07,91.189.94.4,192.168.66.240
2022-03-28_10-04-07,192.168.66.240,91.189.94.4
2022-03-28_10-04-07,??,??
2022-03-28_10-04-07,??,??
2022-03-28_10-04-07,??,??
2022-03-28_10-04-07,??,??
2022-03-28_10-04-07,91.189.94.4,192.168.66.240
2022-03-28_10-04-07,192.168.66.240,91.189.94.4
2022-03-28_10-04-07,??,??
2022-03-28_10-04-07,??,??
2022-03-28_10-04-07,??,??
2022-03-28_10-04-07,??,??
2022-03-28_10-04-07,192.168.66.82,192.168.66.240
2022-03-28_10-04-07,192.168.66.240,192.168.66.82
2022-03-28_10-04-07,192.168.66.82,192.168.66.240
2022-03-28_10-04-07,192.168.66.240,192.168.66.82
2022-03-28_10-04-07,192.168.66.82,192.168.66.240
2022-03-28_10-04-07,192.168.66.240,192.168.66.82
2022-03-28_10-04-07,91.189.94.4,192.168.66.240
2022-03-28_10-04-07,192.168.66.240,91.189.94.4
2022-03-28_10-04-07,??,??
2022-03-28_10-04-07,??,??
2022-03-28_10-04-07,91.189.94.4,192.168.66.240
2022-03-28_10-04-07,192.168.66.240,91.189.94.4
2022-03-28_10-04-07,??,??
